,word,vowels_amount,penultimate_word_ending,antepenultimate_word_ending,index
49610,SARNOWSKI,3,0,0,2
42477,SARTORI,3,0,0,2
18163,SASAKI,3,0,0,2
41068,SASSANO,3,0,0,2
30264,SASSULO,3,0,0,2
5080,SAUCEDA,3,0,0,2
38692,SAUCEDO,3,0,0,2
26492,SAUVIGNON,3,0,0,2
48480,SAVASTA,3,0,0,2
34182,SAVIKAS,3,0,0,2
3986,SAVIMBI,3,0,0,2
22181,SAVINA,3,0,0,2
10024,SAVINI,3,0,0,2
11047,SAVINO,3,0,0,2
48457,SAVITSKY,3,0,0,2
9621,SAVOCA,3,0,0,2
46441,SAVOIA,3,0,0,2
34330,SAVONA,3,0,0,2
13385,SAYITO,3,0,0,2
510,SAZAMA,3,0,0,2
7324,SCAFFIDI,3,0,0,2
31885,SCALERA,3,0,0,2
31703,SCALESE,3,0,0,2
38453,SCALFARO,3,0,0,2
36486,SCALISI,3,0,0,2
16850,SCARDINA,3,0,0,2
28860,SCAROLA,3,0,0,2
44934,SCARPATI,3,0,0,2
33665,SCARPELLI,3,0,0,2
34572,SCARPELLO,3,0,0,2
12437,SCARPINO,3,0,0,2
7105,SCARPONE,3,0,0,2
31594,SCATENA,3,0,0,2
19776,SCHEMATA,3,0,0,2
20145,SCHIANO,3,0,0,2
5998,SCHIAPPA,3,0,0,2
45604,SCHIAVI,3,0,0,2
8749,SCHIAVO,3,0,0,2
45040,SCHILLACI,3,0,0,2
29055,SCHIPANI,3,0,0,2
12874,SCIARRA,3,0,0,2
20675,SCIARRINO,3,0,0,2
14592,SCIBELLI,3,0,0,2
5915,SCICLONE,3,0,0,2
5302,SCIMECA,3,0,0,2
19028,SCINTILLA,3,0,0,2
1759,SCIOTO,3,0,0,2
2741,SCIULLI,3,0,0,2
28997,SCLAFANI,3,0,0,2
38205,SCOCOZZA,3,0,0,2
5332,SCOLARI,3,0,0,2
12178,SCUDERI,3,0,0,2
21155,SCZEPANSKI,3,0,0,2
38334,SEBACEOUS,3,0,0,2
12557,SEBASTIAN,3,0,0,2
23362,SECRETED,3,0,0,2
27735,SECURING,3,0,0,2
39073,SEDALIA,3,0,0,2
44743,SEDATED,3,0,0,2
16600,SEDITIOUS,3,0,0,2
43988,SEDONA,3,0,0,2
37949,SEGARRA,3,0,0,2
40781,SEGRAVES,3,0,0,2
6841,SEIYAKU,3,0,0,2
37878,SELASSIE,3,0,0,2
43912,SELECTING,3,0,0,2
48067,SELINA,3,0,0,2
34858,SELINAS,3,0,0,2
18547,SELINDA,3,0,0,2
48968,SELOWSKY,3,0,0,2
28126,SEMESTERS,3,0,0,2
6879,SEMONES,3,0,0,2
16191,SEPTEMBER,3,0,0,2
37030,SEPTIMA,3,0,0,2
44378,SEQUESTER,3,0,0,2
22717,SEQUOIA,3,0,0,2
31548,SEQUOIAS,3,0,0,2
19026,SERATTI,3,0,0,2
12119,SERENO,3,0,0,2
41216,SERINO,3,0,0,2
25092,SEROKA,3,0,0,2
35736,SEROWSKI,3,0,0,2
4514,SERRANTO,3,0,0,2
48577,SESHADRI,3,0,0,2
15381,SESTITO,3,0,0,2
21195,SETARO,3,0,0,2
26096,SETTANNI,3,0,0,2
28718,SEVEREST,3,0,0,2
370,SEVEREVILLE,3,0,0,2
43210,SEVIGNY,3,0,0,2
26935,SEXTUPLET,3,0,0,2
6120,SFERRAZZA,3,0,0,2
20046,SGAMBATI,3,0,0,2
44838,SHACKELTON,3,0,0,2
31313,SHAHIDI,3,0,0,2
25522,SHALALA,3,0,0,2
14751,SHAMALIA,3,0,0,2
26950,SHAPERO,3,0,0,2
20662,SHAPIRO,3,0,0,2
46561,SHARANSKY,3,0,0,2
34285,SHASHOUA,3,0,0,2
21360,SHCHARANSKY,3,0,0,2
6488,SHCHERBITSKY,3,0,0,2
38120,SHEBOYGAN,3,0,0,2
11429,SHELLITO,3,0,0,2
30422,SHIBANNA,3,0,0,2
4190,SHIGEKI,3,0,0,2
10811,SHIGEO,3,0,0,2
32652,SHIMADA,3,0,0,2
19363,SHIMODA,3,0,0,2
34673,SHINRIKYO,3,0,0,2
48938,SHINYUKA,3,0,0,2
47575,SHIROMA,3,0,0,2
46055,SHISEIDO,3,0,0,2
7204,SHITILA,3,0,0,2
8923,SHOBANNA,3,0,0,2
28005,SHOICHI,3,0,0,2
26920,SHORTCHANGING,3,0,0,2
19653,SHOSHONE,3,0,0,2
15366,SIANO,3,0,0,2
23537,SIBILLA,3,0,0,2
35944,SICILIA,3,0,0,2
19466,SIDDHARTHA,3,0,0,2
30883,SIDDIQUI,3,0,0,2
32797,SIENKO,3,0,0,2
11743,SIERRAS,3,0,0,2
39432,SIETSEMA,3,0,0,2
20778,SIFUENTES,3,0,0,2
18294,SIGALA,3,0,0,2
15429,SIGFREDA,3,0,0,2
30118,SIGNORE,3,0,0,2
38593,SIGNORI,3,0,0,2
15108,SILBERNER,3,0,0,2
39982,SILESIA,3,0,0,2
6662,SILGUERO,3,0,0,2
41019,SILVEIRA,3,0,0,2
29768,SILVERA,3,0,0,2
8436,SILVESTER,3,0,0,2
26443,SILVESTRI,3,0,0,2
1612,SILVESTRO,3,0,0,2
13623,SIMINSKI,3,0,0,2
31353,SIMONI,3,0,0,2
31922,SINAGRA,3,0,0,2
24233,SINATRA,3,0,0,2
28187,SINCERELY,3,0,0,2
35353,SINEAD,3,0,0,2
48173,SINISI,3,0,0,2
28039,SIRAVO,3,0,0,2
8729,SIRENA,3,0,0,2
46539,SIROTA,3,0,0,2
25867,SISTARE,3,0,0,2
584,SISULU,3,0,0,2
2746,SITENSKIS,3,0,0,2
32231,SIUDA,3,0,0,2
11155,SKENANDORE,3,0,0,2
6553,SKIBICKI,3,0,0,2
38375,SKOCZYLAS,3,0,0,2
7584,SKORUPA,3,0,0,2
7553,SLANINA,3,0,0,2
9187,SLIVINSKI,3,0,0,2
10120,SLOMINSKI,3,0,0,2
40755,SLOWINSKI,3,0,0,2
11776,SMIGIELSKI,3,0,0,2
44993,SMIRNOVA,3,0,0,2
13267,SMOLINSKY,3,0,0,2
9245,SOBECKI,3,0,0,2
31568,SOBIBOR,3,0,0,2
10315,SOBOTA,3,0,0,2
26558,SOBOTTA,3,0,0,2
38132,SOCHACKI,3,0,0,2
39860,SODANO,3,0,0,2
11953,SOFIA,3,0,0,2
2744,SOFIAN,3,0,0,2
37821,SOFIANS,3,0,0,2
19034,SOLARES,3,0,0,2
24939,SOLARI,3,0,0,2
39098,SOLAZZO,3,0,0,2
1350,SOLCHAGA,3,0,0,2
41634,SOLDANO,3,0,0,2
14361,SOLEMIN,3,0,0,2
48038,SOLERI,3,0,0,2
43056,SOLICIT,3,0,0,2
350,SOLICITS,3,0,0,2
681,SOLTERO,3,0,0,2
41056,SOMALIANS,3,0,0,2
32032,SOMALIS,3,0,0,2
20095,SOMMERFIELD,3,0,0,2
23652,SOMOGYI,3,0,0,2
20773,SONATA,3,0,0,2
10186,SONESTA,3,0,0,2
25801,SONNENBLICK,3,0,0,2
13186,SONOCO,3,0,0,2
45083,SONODA,3,0,0,2
17144,SOOTHSAYER,3,0,0,2
14345,SOOTHSAYERS,3,0,0,2
1409,SOPHIA,3,0,0,2
17127,SOPRANO,3,0,0,2
26630,SOPRANOS,3,0,0,2
17846,SORENTO,3,0,0,2
26172,SOROKA,3,0,0,2
49108,SOROVSKI,3,0,0,2
10552,SORRENTI,3,0,0,2
38287,SORVINO,3,0,0,2
4636,SOSNOWSKI,3,0,0,2
16970,SOSUKE,3,0,0,2
46130,SOTELLO,3,0,0,2
9566,SOTELO,3,0,0,2
13174,SOURROUILLE,3,0,0,2
16480,SOUTHEASTERN,3,0,0,2
47196,SOVYETSKY,3,0,0,2
19467,SOWETO,3,0,0,2
49417,SOWINSKI,3,0,0,2
26734,SPADARO,3,0,0,2
40608,SPAGHETTI,3,0,0,2
21248,SPAGNOLA,3,0,0,2
190,SPARACO,3,0,0,2
14400,SPATARO,3,0,0,2
25315,SPATOLA,3,0,0,2
37466,SPERDUTO,3,0,0,2
26932,SPEZZANO,3,0,0,2
35498,SPILOTRO,3,0,0,2
44787,SPINALE,3,0,0,2
5774,SPINELLI,3,0,0,2
35426,SPINOLA,3,0,0,2
40474,SPINOSA,3,0,0,2
38276,SPINOZA,3,0,0,2
43572,SPITERI,3,0,0,2
46043,SPOLETO,3,0,0,2
2820,SPOSITO,3,0,0,2
30822,SQUILLANTE,3,0,0,2
46437,STACHOWSKI,3,0,0,2
1751,STACHURSKI,3,0,0,2
19173,STAFFIERI,3,0,0,2
26019,STAGNARO,3,0,0,2
38923,STALOWA,3,0,0,2
25373,STANGELO,3,0,0,2
30694,STANKOWSKI,3,0,0,2
34501,STASZEWSKI,3,0,0,2
636,STAVOLA,3,0,0,2
48469,STAWICKI,3,0,0,2
15879,STEFANIK,3,0,0,2
14535,STEFANKO,3,0,0,2
38750,STEFFANCI,3,0,0,2
34977,STEPHANA,3,0,0,2
25725,STEVANA,3,0,0,2
7237,STILETTOS,3,0,0,2
6576,STOCHASTICS,3,0,0,2
40919,STORASKA,3,0,0,2
1750,STUDZINSKI,3,0,0,2
17178,SUATA,3,0,0,2
11909,SUBCOMPACTS,3,0,0,2
26400,SUBHUMAN,3,0,0,2
13632,SUBJECTED,3,0,0,2
4312,SUBJECTING,3,0,0,2
29806,SUBJECTIVE,3,0,0,2
40754,SUBLEASING,3,0,0,2
46973,SUBMERGENCE,3,0,0,2
6627,SUBOTNICK,3,0,0,2
14170,SUBPOENA,3,0,0,2
22868,SUBPOENAS,3,0,0,2
19279,SUBROTO,3,0,0,2
6192,SUBSCRIBER,3,0,0,2
42439,SUBSIDENCE,3,0,0,2
39915,SUBSTANDARD,3,0,0,2
30988,SUBTRACTING,3,0,0,2
13981,SUBURBAN,3,0,0,2
15867,SUBVERSIVE,3,0,0,2
39107,SUBVERSIVES,3,0,0,2
13960,SUBVERTING,3,0,0,2
24685,SUBZERO,3,0,0,2
27983,SUCCEEDED,3,0,0,2
20956,SUCCESSES,3,0,0,2
47194,SUCCESSFUL,3,0,0,2
41997,SUCCESSOR,3,0,0,2
38311,SUCHINDA,3,0,0,2
46607,SUDANO,3,0,0,2
3611,SUFFICES,3,0,0,2
35021,SUFFICIENT,3,0,0,2
30924,SUFFUSES,3,0,0,2
27232,SUHARTO,3,0,0,2
44644,SUKARNO,3,0,0,2
38222,SULESKI,3,0,0,2
36157,SULEWSKI,3,0,0,2
31411,SULPETRO,3,0,0,2
16263,SUMARLIN,3,0,0,2
42387,SUMATRA,3,0,0,2
26441,SUMIDA,3,0,0,2
11002,SUMINSKI,3,0,0,2
28413,SUNIGA,3,0,0,2
3499,SUNOBE,3,0,0,2
47415,SUNOCO,3,0,0,2
6855,SUNSERI,3,0,0,2
29118,SUPINSKI,3,0,0,2
23843,SUPPLANTING,3,0,0,2
1792,SUPPLIERS,3,0,0,2
9873,SUPPLYING,3,0,0,2
17497,SUPPOSES,3,0,0,2
1887,SUPPRESSANT,3,0,0,2
31139,SUPPRESSANTS,3,0,0,2
24037,SUPPRESSES,3,0,0,2
5899,SURMISES,3,0,0,2
36737,SUROWIEC,3,0,0,2
38795,SURPASSING,3,0,0,2
8776,SURRENDERED,3,0,0,2
49127,SURVEILLING,3,0,0,2
16716,SURVEYOR,3,0,0,2
18288,SURVEYORS,3,0,0,2
23657,SURVIVAL,3,0,0,2
45008,SURVIVOR,3,0,0,2
47975,SURVIVORS,3,0,0,2
283,SUSPECTING,3,0,0,2
15762,SUSPENDED,3,0,0,2
22991,SUSPENDER,3,0,0,2
14788,SUSPENDING,3,0,0,2
39628,SUSPENSEFUL,3,0,0,2
47423,SUSPICIONS,3,0,0,2
45995,SUSPICIOUS,3,0,0,2
31518,SUZANNA,3,0,0,2
11544,SUZUKI,3,0,0,2
41782,SVIZZERA,3,0,0,2
36272,SVOBODA,3,0,0,2
31700,SWAHILI,3,0,0,2
7094,SWAROVSKI,3,0,0,2
8667,SWIATEK,3,0,0,2
1976,SWITALSKI,3,0,0,2
42100,SYKORA,3,0,0,2
12219,SYLVANA,3,0,0,2
22594,SYLVESTRE,3,0,0,2
32148,SYMANSKI,3,0,0,2
45770,SYMANTEC,3,0,0,2
14207,SYMBOLICS,3,0,0,2
11309,SYNOPTICS,3,0,0,2
36665,SYNOVUS,3,0,0,2
34994,SZAFRANSKI,3,0,0,2
41439,SZALKOWSKI,3,0,0,2
28662,SZATKOWSKI,3,0,0,2
17288,SZCZEPANSKI,3,0,0,2
2979,SZELIGA,3,0,0,2
6829,SZILAGYI,3,0,0,2
48178,SZYDLOWSKI,3,0,0,2
8066,TABACHNECK,3,0,0,2
1008,TABARES,3,0,0,2
27963,TACITA,3,0,0,2
29843,TACOMA,3,0,0,2
27139,TACTICIANS,3,0,0,2
4425,TADASHI,3,0,0,2
30538,TAFARO,3,0,0,2
43896,TAFOLLA,3,0,0,2
22286,TAGANKA,3,0,0,2
1466,TAGLIERI,3,0,0,2
39431,TAIRA,3,0,0,2
1657,TAKASHI,3,0,0,2
22940,TAKATA,3,0,0,2
198,TAKETA,3,0,0,2
24261,TAKIHYO,3,0,0,2
39948,TALAMO,3,0,0,2
32625,TALLULA,3,0,0,2
45512,TALLULAH,3,0,0,2
2838,TAMALES,3,0,0,2
1633,TAMBURRI,3,0,0,2
24981,TAMMARO,3,0,0,2
16668,TAMPOSI,3,0,0,2
26228,TANABE,3,0,0,2
40499,TANAKA,3,0,0,2
24189,TANARTKIT,3,0,0,2
38996,TANCREDO,3,0,0,2
1302,TANEJA,3,0,0,2
18366,TANGENTIAL,3,0,0,2
40609,TANTILLO,3,0,0,2
40510,TAPIAS,3,0,0,2
15044,TARALLO,3,0,0,2
21973,TARDITI,3,0,0,2
16954,TARNOWSKI,3,0,0,2
38284,TASHIRO,3,0,0,2
38731,TASSONE,3,0,0,2
32006,TATARSTAN,3,0,0,2
18448,TATJANA,3,0,0,2
36547,TATTOOING,3,0,0,2
950,TAVANO,3,0,0,2
425,TAVERA,3,0,0,2
43196,TAVERAS,3,0,0,2
6476,TAVERNA,3,0,0,2
32339,TCHAIKOVSKY,3,0,0,2
29078,TEBELSKIS,3,0,0,2
7501,TECHNICIAN,3,0,0,2
14521,TECTONICS,3,0,0,2
5152,TECUMSEH,3,0,0,2
15700,TEEGARDIN,3,0,0,2
26974,TEHRANI,3,0,0,2
3356,TEJEDA,3,0,0,2
11986,TEKNOWLEDGE,3,0,0,2
15589,TEMPESTA,3,0,0,2
32657,TENACIOUS,3,0,0,2
25148,TENUTA,3,0,0,2
19838,TEPOZTLAN,3,0,0,2
1774,TERCERO,3,0,0,2
23303,TERESSA,3,0,0,2
8831,TERLECKI,3,0,0,2
20890,TERLIZZI,3,0,0,2
41598,TERRANO,3,0,0,2
16497,TERRASI,3,0,0,2
14030,TERRITO,3,0,0,2
42918,TERRIZZI,3,0,0,2
31656,TESTURO,3,0,0,2
20306,TEZENO,3,0,0,2
49179,THANKSGIVING,3,0,0,2
5577,THERANI,3,0,0,2
44963,THEREAFTER,3,0,0,2
49846,THERESA,3,0,0,2
35745,THESAURUS,3,0,0,2
45182,THORBERTA,3,0,0,2
26034,THROGMORTON,3,0,0,2
29837,TIARA,3,0,0,2
123,TIARAS,3,0,0,2
14584,TIBERI,3,0,0,2
36430,TIBETAN,3,0,0,2
48575,TIBETANS,3,0,0,2
12974,TICINUS,3,0,0,2
24823,TINOCO,3,0,0,2
20709,TIRADO,3,0,0,2
11919,TOBACCOS,3,0,0,2
10749,TOBOGGAN,3,0,0,2
21470,TOBOLSKI,3,0,0,2
40835,TODARO,3,0,0,2
32962,TODISCO,3,0,0,2
31326,TOGETHER,3,0,0,2
42249,TOKARSKI,3,0,0,2
33034,TOKIO,3,0,0,2
39221,TOMARO,3,0,0,2
39268,TOMASEK,3,0,0,2
21217,TOMASO,3,0,0,2
30497,TOMASSO,3,0,0,2
18981,TOMATOES,3,0,0,2
33733,TOMATOS,3,0,0,2
14919,TOMITA,3,0,0,2
14049,TOMORROWS,3,0,0,2
44739,TONELLI,3,0,0,2
26863,TOPANGA,3,0,0,2
26318,TOPEKA,3,0,0,2
36506,TOPOLSKI,3,0,0,2
28388,TORELLI,3,0,0,2
11477,TORINO,3,0,0,2
18557,TORNADO,3,0,0,2
488,TORNADOS,3,0,0,2
6628,TOROSIAN,3,0,0,2
44904,TORPEDO,3,0,0,2
46375,TORRENTIAL,3,0,0,2
28863,TORRISI,3,0,0,2
10491,TORTILLA,3,0,0,2
7368,TORTORICE,3,0,0,2
5538,TORUMI,3,0,0,2
30645,TOUFEXIS,3,0,0,2
47201,TOYAMA,3,0,0,2
30995,TOYOBO,3,0,0,2
39067,TOYODA,3,0,0,2
42575,TOYOTA,3,0,0,2
16192,TOYOTAS,3,0,0,2
47862,TRABUCCO,3,0,0,2
23165,TRAFALGAR,3,0,0,2
7245,TRAMONTE,3,0,0,2
14579,TRANSALTA,3,0,0,2
22406,TRANSCENDED,3,0,0,2
9605,TRANSCENDENCE,3,0,0,2
4760,TRANSCENDING,3,0,0,2
19347,TRANSCRIBERS,3,0,0,2
8258,TRANSCRIBING,3,0,0,2
16528,TRANSDUCER,3,0,0,2
3202,TRANSDUCERS,3,0,0,2
44956,TRANSFERRING,3,0,0,2
18143,TRANSFORMER,3,0,0,2
42751,TRANSFORMING,3,0,0,2
39218,TRANSGRESSES,3,0,0,2
3412,TRANSIMAGE,3,0,0,2
3021,TRANSISTORS,3,0,0,2
31434,TRANSLATOR,3,0,0,2
38753,TRANSMITTING,3,0,0,2
46885,TRANSPARENT,3,0,0,2
34299,TRANSPIRE,3,0,0,2
37636,TRANSPIRES,3,0,0,2
29974,TRANSPLANTED,3,0,0,2
48057,TRANSPLANTING,3,0,0,2
19439,TRANSPONDERS,3,0,0,2
45505,TRANSPORTER,3,0,0,2
18203,TRANSPORTERS,3,0,0,2
10557,TRANSWESTERN,3,0,0,2
49808,TRAPASSO,3,0,0,2
44016,TRAPELO,3,0,0,2
28027,TRAVIESO,3,0,0,2
821,TRAVOLTA,3,0,0,2
25439,TRAVOLTAS,3,0,0,2
43755,TREVELYAN,3,0,0,2
8137,TREVINO,3,0,0,2
11797,TRIBECA,3,0,0,2
13493,TRIBUNAL,3,0,0,2
19785,TRICENTROL,3,0,0,2
25927,TRICUSPID,3,0,0,2
33629,TRIFECTA,3,0,0,2
8125,TRIMBOLI,3,0,0,2
9973,TRINOVA,3,0,0,2
22347,TRIOLA,3,0,0,2
8630,TRIOLO,3,0,0,2
47727,TRIUMPHAL,3,0,0,2
13453,TROIANI,3,0,0,2
6462,TROMBINO,3,0,0,2
20721,TROVATO,3,0,0,2
26030,TROYANOS,3,0,0,2
38847,TRUSKOWSKI,3,0,0,2
31849,TRUSZKOWSKI,3,0,0,2
47942,TRZASKA,3,0,0,2
36456,TSUKUBA,3,0,0,2
12174,TSUNAMI,3,0,0,2
24145,TSUTOMU,3,0,0,2
4135,TUCCILLO,3,0,0,2
28218,TUINSTRA,3,0,0,2
4603,TUMOLO,3,0,0,2
22303,TUNISIA,3,0,0,2
34079,TURANDOT,3,0,0,2
28552,TURANO,3,0,0,2
11614,TUROWSKI,3,0,0,2
30108,TUXEDO,3,0,0,2
4766,TUXEDOS,3,0,0,2
35210,TWARDOWSKI,3,0,0,2
22251,UBUNTU,3,0,0,2
22208,UDVERHYE,3,0,0,2
48159,UEKI,3,0,0,2
24255,UGANDA,3,0,0,2
42380,UGARTE,3,0,0,2
6985,ULERY,3,0,0,2
42981,ULIASSI,3,0,0,2
5429,ULICNY,3,0,0,2
35946,ULIMA,3,0,0,2
41909,ULUNDI,3,0,0,2
42233,ULYSSES,3,0,0,2
40898,UMANA,3,0,0,2
46812,UMBERTO,3,0,0,2
35780,UMBRELLA,3,0,0,2
6555,UMLASI,3,0,0,2
42089,UNABLE,3,0,0,2
15223,UNAIDED,3,0,0,2
45335,UNBALANCED,3,0,0,2
13674,UNBEATEN,3,0,0,2
7695,UNBLEMISHED,3,0,0,2
24474,UNBOUNDED,3,0,0,2
16072,UNBRIDLED,3,0,0,2
20603,UNBUNDLE,3,0,0,2
47885,UNBUNDLING,3,0,0,2
35293,UNBURDEN,3,0,0,2
39308,UNBUTTON,3,0,0,2
46359,UNBUTTONED,3,0,0,2
24019,UNCANNY,3,0,0,2
28892,UNCEASING,3,0,0,2
6694,UNCERTAIN,3,0,0,2
8416,UNCLUTTERED,3,0,0,2
42266,UNCONSCIOUS,3,0,0,2
48818,UNCOUPLE,3,0,0,2
31698,UNCOVER,3,0,0,2
37130,UNDOCKING,3,0,0,2
5515,UNDOING,3,0,0,2
36447,UNDOUBTED,3,0,0,2
15963,UNDULY,3,0,0,2
26479,UNDYING,3,0,0,2
39115,UNEARTHLY,3,0,0,2
14600,UNEASY,3,0,0,2
34192,UNENDING,3,0,0,2
7370,UNEQUAL,3,0,0,2
17653,UNEVEN,3,0,0,2
11109,UNFAILING,3,0,0,2
39304,UNFEELING,3,0,0,2
14647,UNFETTERED,3,0,0,2
38019,UNFINISHED,3,0,0,2
35641,UNFLINCHING,3,0,0,2
36113,UNFOCUSED,3,0,0,2
19675,UNFOLDING,3,0,0,2
23199,UNFRIENDLY,3,0,0,2
34357,UNFUNDED,3,0,0,2
8672,UNGAINLY,3,0,0,2
8365,UNGARO,3,0,0,2
30732,UNGERMANN,3,0,0,2
659,UNGRATEFUL,3,0,0,2
5009,UNGUARDED,3,0,0,2
17208,UNHAMPERED,3,0,0,2
236,UNHELPFUL,3,0,0,2
38175,UNHINDERED,3,0,0,2
3463,UNHOLY,3,0,0,2
33734,UNIQUENESS,3,0,0,2
23925,UNISSUED,3,0,0,2
39592,UNITA,3,0,0,2
7066,UNITAS,3,0,0,2
20572,UNITED,3,0,0,2
30003,UNITING,3,0,0,2
27346,UNKNOWING,3,0,0,2
27180,UNLABELED,3,0,0,2
40534,UNLEASHING,3,0,0,2
6075,UNLOADED,3,0,0,2
1865,UNLUCKY,3,0,0,2
40304,UNMANAGE,3,0,0,2
40133,UNMENTIONED,3,0,0,2
43999,UNNEEDED,3,0,0,2
12086,UNPAINTED,3,0,0,2
17134,UNPLEASANT,3,0,0,2
32896,UNPROCESSED,3,0,0,2
14358,UNPUBLISHED,3,0,0,2
36378,UNRATED,3,0,0,2
7098,UNRAVEL,3,0,0,2
26198,UNROLLING,3,0,0,2
32460,UNRUFFLED,3,0,0,2
28281,UNSCHEDULED,3,0,0,2
45860,UNSCRAMBLE,3,0,0,2
41352,UNSEATED,3,0,0,2
18615,UNSEATING,3,0,0,2
27932,UNSEEMLY,3,0,0,2
43644,UNSETTLE,3,0,0,2
25067,UNSETTLED,3,0,0,2
26037,UNSHACKLED,3,0,0,2
34782,UNSHAVEN,3,0,0,2
21442,UNSIGHTLY,3,0,0,2
5356,UNSMILING,3,0,0,2
21961,UNSTABLE,3,0,0,2
13432,UNSTEADY,3,0,0,2
20301,UNSTINTING,3,0,0,2
19419,UNSTRUCTURED,3,0,0,2
13967,UNSUITED,3,0,0,2
9452,UNSULLIED,3,0,0,2
35199,UNTANGLING,3,0,0,2
42065,UNTIDY,3,0,0,2
7483,UNTROUBLED,3,0,0,2
26221,UNTRUTHFUL,3,0,0,2
13576,UNWANTED,3,0,0,2
45214,UNWELCOME,3,0,0,2
49589,UNWIELDY,3,0,0,2
6349,UNWORRIED,3,0,0,2
33133,UNWRAPPING,3,0,0,2
24197,UPDATED,3,0,0,2
42702,UPDATING,3,0,0,2
212,UPGRADED,3,0,0,2
3171,UPHEAVAL,3,0,0,2
24674,UPHEAVALS,3,0,0,2
32589,UPHOLSTERED,3,0,0,2
4258,UPRIVER,3,0,0,2
12704,URANGA,3,0,0,2
33311,URBANCZYK,3,0,0,2
39265,URBANEK,3,0,0,2
43610,URBANO,3,0,0,2
14445,URBANSKI,3,0,0,2
30991,URBINA,3,0,0,2
14307,URIAS,3,0,0,2
25912,URIEGAS,3,0,0,2
23809,URQUIDEZ,3,0,0,2
25915,URQUIDI,3,0,0,2
3228,URQUIZA,3,0,0,2
1879,URREA,3,0,0,2
2759,URRUTIA,3,0,0,2
8969,URSINI,3,0,0,2
7322,USTASHA,3,0,0,2
2102,USURPING,3,0,0,2
46693,UTENSILS,3,0,0,2
40430,UYEDA,3,0,0,2
3286,UYENO,3,0,0,2
46900,UZELAC,3,0,0,2
20777,VACANTI,3,0,0,2
28694,VACATED,3,0,0,2
13934,VACCINA,3,0,0,2
28882,VADEHRA,3,0,0,2
45534,VAGINA,3,0,0,2
6551,VALADEZ,3,0,0,2
42676,VALBORGA,3,0,0,2
35423,VALDOSTA,3,0,0,2
30920,VALEDA,3,0,0,2
14311,VALENTA,3,0,0,2
41045,VALENTE,3,0,0,2
43746,VALENTI,3,0,0,2
5630,VALENZA,3,0,0,2
44405,VALERI,3,0,0,2
17458,VALERO,3,0,0,2
16755,VALESKA,3,0,0,2
7141,VALHALLA,3,0,0,2
8642,VALLARTA,3,0,0,2
16382,VALLIANT,3,0,0,2
12068,VALLONE,3,0,0,2
44249,VALORES,3,0,0,2
46544,VALSELLA,3,0,0,2
35688,VALUKAS,3,0,0,2
48225,VALVERDE,3,0,0,2
3861,VANACKER,3,0,0,2
35623,VANALLEN,3,0,0,2
17678,VANAUKEN,3,0,0,2
40252,VANBEBBER,3,0,0,2
19241,VANBIBBER,3,0,0,2
10600,VANBLARCOM,3,0,0,2
5393,VANBROCKLIN,3,0,0,2
2965,VANCURA,3,0,0,2
22723,VANDELLA,3,0,0,2
17953,VANDEVER,3,0,0,2
11105,VANDUSEN,3,0,0,2
3808,VANDYKEN,3,0,0,2
2109,VANECEK,3,0,0,2
19454,VANEGAS,3,0,0,2
5386,VANELLA,3,0,0,2
24813,VANESSA,3,0,0,2
8551,VANFOSSAN,3,0,0,2
11325,VANFOSSEN,3,0,0,2
23993,VANGUILDER,3,0,0,2
24299,VANGUNDY,3,0,0,2
20533,VANHANDEL,3,0,0,2
40410,VANHYNING,3,0,0,2
5726,VANKAMPEN,3,0,0,2
15862,VANLANEN,3,0,0,2
39585,VANLEEUWEN,3,0,0,2
4235,VANLEUVEN,3,0,0,2
47147,VANLUVEN,3,0,0,2
2409,VANMATRE,3,0,0,2
7129,VANMETER,3,0,0,2
31421,VANMETRE,3,0,0,2
45619,VANNATTER,3,0,0,2
14486,VANORDEN,3,0,0,2
25115,VANORMAN,3,0,0,2
2311,VANORNUM,3,0,0,2
26831,VANOSDOL,3,0,0,2
35596,VANOSTRAND,3,0,0,2
49291,VANPATTEN,3,0,0,2
32938,VANSCOYOC,3,0,0,2
46427,VANSICKEL,3,0,0,2
43355,VANSICKLE,3,0,0,2
3797,VANTASSEL,3,0,0,2
28887,VANWAGNER,3,0,0,2
2693,VANWIEREN,3,0,0,2
5433,VARADY,3,0,0,2
7822,VARIETAL,3,0,0,2
26004,VARNADO,3,0,0,2
4160,VARNADOE,3,0,0,2
27993,VARONA,3,0,0,2
31427,VASSILIOS,3,0,0,2
42252,VASSILY,3,0,0,2
5288,VASTOLA,3,0,0,2
37872,VEDETTA,3,0,0,2
49162,VEDULA,3,0,0,2
47879,VEGESNA,3,0,0,2
20054,VELARDI,3,0,0,2
19199,VELASCO,3,0,0,2
44144,VELASQUEZ,3,0,0,2
49840,VELAZCO,3,0,0,2
14463,VELAZQUEZ,3,0,0,2
14108,VEMPALA,3,0,0,2
9871,VENANGO,3,0,0,2
3596,VENDELA,3,0,0,2
47370,VENDETTAS,3,0,0,2
14239,VENDETTI,3,0,0,2
34047,VENETIAN,3,0,0,2
23119,VENTRELLA,3,0,0,2
32354,VENTRESCA,3,0,0,2
36110,VENUTI,3,0,0,2
39619,VENUTO,3,0,0,2
39468,VERANDA,3,0,0,2
24972,VERBALLY,3,0,0,2
23428,VERBENA,3,0,0,2
